Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
60038316,"Mickey7 (Mickey7, #1)",Edward Ashton,"Ashton, Edward",Felix Mayer,"=""3453321723""","=""9783453321724""",4,3.75,"Wilhelm Heyne Verlag, München",Mass Market Paperback,400,2022,2022,2022/05/10,2022/04/05,,,read,,,,1,0
59089898,"The Murder of Mr. Wickham (Mr. Darcy & Miss Tilney, #1)",Claudia Gray,"Gray, Claudia",,"=""059331381X""","=""9780593313817""",0,3.69,Vintage,Paperback,386,2022,2022,,2022/05/10,to-read,to-read (#44),to-read,,,,0,0
51854625,The Devil and the Dark Water,Stuart Turton,"Turton, Stuart",,"=""1728206022""","=""9781728206028""",3,3.84,Sourcebooks Landmark,Hardcover,463,2020,2020,2022/05/03,2022/03/06,,,read,,,,1,0
36373481,The Death of Mrs. Westaway,Ruth Ware,"Ware, Ruth",,"=""1501156217""","=""9781501156212""",3,3.81,Scout Press,Hardcover,368,2018,2018,2022/04/25,2022/03/31,,,read,,,,1,0
34466492,Anatomy of a Scandal,Sarah Vaughan,"Vaughan, Sarah",,"=""1501172166""","=""9781501172168""",0,3.68,Atria/Emily Bestler Books,Hardcover,392,2018,2018,,2022/04/18,to-read,to-read (#43),to-read,,,,0,0
52582029,The Weekend Away,Sarah Alderson,"Alderson, Sarah",,"=""0008411867""","=""9780008411862""",4,3.91,Avon,Paperback,336,2021,2020,2022/04/18,2022/02/14,,,read,,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",4,4.41,Knopf,Hardcover,339,2018,2018,2022/04/17,2022/03/31,,,read,,,,1,0
57693601,Tell Me Everything: The Story of a Private Investigation,Erika Krouse,"Krouse, Erika",,"=""1250240301""","=""9781250240309""",0,3.76,Flatiron Books,Hardcover,288,2022,2022,,2022/04/15,to-read,to-read (#42),to-read,,,,0,0
35533431,The Broken Girls,Simone St. James,"James, Simone St.",,"=""""","=""""",4,4.06,Berkley,Kindle Edition,336,2018,2018,2022/04/13,2022/03/26,,,read,,,,1,0
45885644,The Sun Down Motel,Simone St. James,"James, Simone St.",,"=""0440000173""","=""9780440000174""",5,4.02,Berkley,Hardcover,327,2020,2020,,2022/03/20,,,read,,,,2,0
58371432,The Book of Cold Cases,Simone St. James,"James, Simone St.",,"=""0440000211""","=""9780440000211""",4,3.78,Berkley,Hardcover,344,2022,2022,2022/03/21,2022/03/20,,,read,,,,1,0
42201100,Three Women,Lisa Taddeo,"Taddeo, Lisa",,"=""1451642296""","=""9781451642292""",4,3.72,Avid Reader Press ,Hardcover,306,2019,2019,2022/03/19,2022/01/10,,,read,,,,1,0
58064046,Gallant,Victoria Schwab,"Schwab, Victoria",Manuel Sumberac,"=""0062835777""","=""9780062835772""",3,3.72,Greenwillow Books,Hardcover,338,2022,2022,2022/03/10,2022/03/05,,,read,,,,1,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.63,St. Martin's Press,Hardcover,564,2015,2015,,2022/03/07,to-read,to-read (#41),to-read,,,,0,0
51933429,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",3,3.81,William Morrow,Hardcover,330,2020,2020,2022/03/07,2022/02/28,,,read,,,,1,0
52476830,The Push,Ashley Audrain,"Audrain, Ashley",,"=""1984881663""","=""9781984881663""",5,4.05,Pamela Dorman Books,Hardcover,307,2021,2021,2022/02/21,2021/12/22,,,read,,,,1,0
36337550,The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",5,3.81,Sourcebooks Landmark,Hardcover,432,2018,2018,2022/03/06,2022/01/31,god-tier,god-tier (#4),read,,,,1,0
50638223,"The Grimrose Girls (Grimrose Girls, #1)",Laura Pohl,"Pohl, Laura",,"=""1728228875""","=""9781728228877""",0,3.56,Sourcebooks Fire,Paperback,400,2021,2021,,2022/03/06,to-read,to-read (#40),to-read,,,,0,0
58175765,The Paradox Hotel,Rob Hart,"Hart, Rob",,"=""1984820648""","=""9781984820648""",0,3.54,Ballantine Books,Hardcover,336,2022,2022,,2022/03/05,to-read,to-read (#39),to-read,,,,0,0
56898223,A History of Wild Places,Shea Ernshaw,"Ernshaw, Shea",,"=""1982164808""","=""9781982164805""",4,3.93,Atria Books,Hardcover,354,2021,2021,2022/03/04,2021/12/22,,,read,,,,1,0
54860334,"Danger at the Cove (Island Sisters Mystery, #2)",Hannah Dennison,"Dennison, Hannah",,"=""1250194504""","=""9781250194503""",0,3.85,Minotaur Books,Hardcover,304,2021,2021,,2022/03/04,to-read,to-read (#38),to-read,,,,0,0
51168899,"Death at High Tide (Island Sisters Mystery, #1)",Hannah Dennison,"Dennison, Hannah",,"=""1250194482""","=""9781250194480""",0,3.53,Minotaur Books,Hardcover,304,2020,2020,,2022/03/04,to-read,to-read (#37),to-read,,,,0,0
57007818,The Throwback List,Lily  Anderson,"Anderson, Lily",,"=""1368051936""","=""9781368051934""",0,3.27,Hyperion Avenue,Hardcover,400,2021,2021,,2022/03/04,to-read,to-read (#36),to-read,,,,0,0
57693474,"Finlay Donovan Knocks 'Em Dead (Finlay Donovan, #2)",Elle Cosimano,"Cosimano, Elle",,"=""1250242185""","=""9781250242181""",3,3.98,Minotaur Books,Hardcover,357,2022,2022,2022/03/02,2022/02/24,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.42,Penguin Books,Paperback,601,2002,1952,,2022/02/24,to-read,to-read (#35),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",3,3.80,Scribner,Hardcover,96,1996,1952,2022/02/22,2022/01/09,,,read,,,,1,0
55507008,The Fiancée,Kate White,"White, Kate",,"=""0062945416""","=""9780062945419""",4,3.62,Harper Paperbacks,Paperback,357,2021,2021,2022/02/16,2022/02/03,,,read,,,,1,0
56980403,Vespertine,Margaret  Rogerson,"Rogerson, Margaret",,"=""153447711X""","=""9781534477117""",3,4.11,Margaret K. McElderry Books,Hardcover,400,2021,2021,2022/02/08,2022/01/03,,,read,,,,1,0
57693663,Devil House,John Darnielle,"Darnielle, John",,"=""0374212236""","=""9780374212230""",0,3.22,MCD,Hardcover,403,2022,2022,,2022/02/08,to-read,to-read (#34),to-read,,,,0,0
57693168,Reckless Girls,Rachel Hawkins,"Hawkins, Rachel",,"=""1250274257""","=""9781250274250""",5,3.56,St. Martin's Press,Hardcover,320,2022,2022,2022/02/06,2022/01/31,,,read,,,,1,0
55196813,"The Maid (Molly the Maid, #1)",Nita Prose,"Prose, Nita",,"=""""","=""""",4,3.77,Ballantine Books,Hardcover,304,2022,2022,2022/01/30,2022/01/01,,,read,,,,1,0
58293924,"Book of Night (Book of Night, #1)",Holly Black,"Black, Holly",,"=""1250812194""","=""9781250812193""",0,3.54,Tor Books,Hardcover,304,2022,2022,,2022/01/01,to-read,to-read (#25),to-read,,,,0,0
56808509,The Lighthouse Witches,C.J.  Cooke,"Cooke, C.J.",,"=""059333423X""","=""9780593334232""",3,3.94,Berkley,Paperback,350,2021,2021,2022/01/21,2022/01/18,,,read,,,,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.15,Tor.com,ebook,144,2017,2017,2022/01/15,2021/12/21,,,read,,,,1,0
57693146,Such a Pretty Smile,Kristi DeMeester,"DeMeester, Kristi",,"=""1250274214""","=""9781250274212""",0,3.37,St. Martin's Press,Hardcover,320,2022,2022,,2022/01/15,to-read,to-read (#32),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.23,Bloomsbury,Hardcover,272,2020,2020,,2022/01/15,to-read,to-read (#31),to-read,,,,0,0
41555945,The Sol Majestic,Ferrett Steinmetz,"Steinmetz, Ferrett",,"=""1250168198""","=""9781250168191""",0,3.91,Tor Books,Paperback,384,2019,2019,,2022/01/14,to-read,to-read (#30),to-read,,,,0,0
50892433,One by One,Ruth Ware,"Ware, Ruth",,"=""""","=""""",4,3.73,Scout Press,Hardcover,372,2020,2020,2022/01/13,2022/01/07,,,read,,,,1,0
56084054,We Were Never Here,Andrea Bartz,"Bartz, Andrea",,"=""""","=""""",0,3.50,Ballantine Books,Hardcover,304,2021,2021,,2022/01/10,to-read,to-read (#29),to-read,,,,0,0
42201395,"Sorcery of Thorns (Sorcery of Thorns, #1)",Margaret  Rogerson,"Rogerson, Margaret",,"=""1481497618""","=""9781481497619""",4,4.05,Margaret K. McElderry Books,Hardcover,456,2019,2019,,2021/12/21,2021,2021 (#32),read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.42,Atria Books,Hardcover,389,2017,2017,,2021/12/13,"2021, god-tier","2021 (#29), god-tier (#3)",read,,,,1,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",5,4.02,Broadway Paperbacks,Paperback,254,2007,2006,,2021/04/09,"2021, god-tier","2021 (#5), god-tier (#2)",read,,,,1,0
54735151,Near the Bone,Christina Henry,"Henry, Christina",,"=""0593199766""","=""9780593199763""",5,3.72,Berkley,Paperback,321,2021,2021,2021/12/13,2021/12/10,2021,2021 (#6),read,,,,1,0
50623864,The Invisible Life of Addie LaRue,Victoria Schwab,"Schwab, Victoria",,"=""0765387565""","=""9780765387561""",5,4.19,Tor Books,Kindle Edition,448,2020,2020,2022/01/06,2021/08/23,god-tier,god-tier (#1),read,,,,1,0
174948,Phantastes,George MacDonald,"MacDonald, George",,"=""160096401X""","=""9781600964015""",2,3.90,Waking Lion Press,Paperback,212,2006,1858,2022/01/09,2021/12/23,,,read,,,,1,0
